#Total 1566 genes are submitted
#470 of them are predicted as essential genes
Class(essential gene:1,others:0)	Essentiality Score	Protein
0	0.1233		gi|2313770|gb|AAD077
0	0.0		gi|2313771|gb|AAD077
0	0.0154		gi|2313779|gb|AAD077
1	0.3084		gi|2313780|gb|AAD077
1	0.5369		gi|2313781|gb|AAD077
0	0.0154		gi|2313782|gb|AAD077
1	0.8913		gi|2313783|gb|AAD077
0	0.0771		gi|2313789|gb|AAD077
0	0.047		gi|2313790|gb|AAD077
1	0.6141		gi|2313784|gb|AAD077
1	0.6604		gi|2313785|gb|AAD077
1	0.6603		gi|2313786|gb|AAD077
1	0.5373		gi|2313791|gb|AAD077
0	0.0312		gi|2313787|gb|AAD077
0	0.0312		gi|2313788|gb|AAD077
0	0.0		gi|2313796|gb|AAD077
0	0.0		gi|2313797|gb|AAD077
0	0.0154		gi|2313798|gb|AAD077
0	0.0		gi|2313799|gb|AAD077
0	0.0		gi|2313793|gb|AAD077
0	0.0463		gi|2313794|gb|AAD077
0	0.0154		gi|2313800|gb|AAD077
0	0.0154		gi|2313801|gb|AAD077
0	0.0466		gi|2313795|gb|AAD077
0	0.0154		gi|2313803|gb|AAD148
0	0.0		gi|2313804|gb|AAD148
0	0.0154		gi|2313811|gb|AAD148
0	0.0621		gi|2313805|gb|AAD148
1	0.3239		gi|2313806|gb|AAD148
0	0.0154		gi|2313809|gb|AAD148
0	0.0		gi|2313810|gb|AAD148
1	0.386		gi|2313807|gb|AAD148
0	0.0		gi|4580427|gb|AAD148
0	0.0		gi|2313808|gb|AAD148
0	0.0462		gi|2313813|gb|AAD077
0	0.0		gi|2313822|gb|AAD077
0	0.0154		gi|2313823|gb|AAD077
0	0.0154		gi|2313814|gb|AAD077
0	0.0		gi|2313815|gb|AAD077
0	0.0		gi|2313816|gb|AAD077
0	0.0		gi|2313817|gb|AAD077
0	0.0154		gi|2313820|gb|AAD077
0	0.0		gi|2313818|gb|AAD077
0	0.0		gi|2313819|gb|AAD077
0	0.0		gi|2313821|gb|AAD077
0	0.0		gi|2313832|gb|AAD077
0	0.0617		gi|2313830|gb|AAD077
1	0.5524		gi|2313825|gb|AAD077
1	0.4318		gi|2313826|gb|AAD077
0	0.0		gi|2313831|gb|AAD077
0	0.0		gi|2313827|gb|AAD077
0	0.0		gi|2313833|gb|AAD077
0	0.0308		gi|2313828|gb|AAD077
0	0.0309		gi|2313829|gb|AAD077
0	0.2158		gi|2313835|gb|AAD077
1	0.5216		gi|2313842|gb|AAD077
0	0.0154		gi|2313836|gb|AAD077
0	0.0		gi|2313837|gb|AAD077
0	0.0		gi|2313843|gb|AAD077
0	0.0		gi|2313844|gb|AAD077
0	0.0462		gi|2313838|gb|AAD077
1	0.2934		gi|2313839|gb|AAD077
1	0.815		gi|2313840|gb|AAD077
1	0.4472		gi|2313841|gb|AAD077
0	0.0154		gi|2313846|gb|AAD077
0	0.0154		gi|2313850|gb|AAD077
0	0.0		gi|2313853|gb|AAD077
0	0.0154		gi|2313852|gb|AAD077
0	0.0		gi|2313847|gb|AAD077
0	0.0154		gi|2313848|gb|AAD077
0	0.0		gi|2313851|gb|AAD077
0	0.0154		gi|2313849|gb|AAD077
1	0.448		gi|2313855|gb|AAD077
1	0.5212		gi|2313864|gb|AAD077
0	0.0		gi|2313865|gb|AAD077
0	0.0154		gi|2313866|gb|AAD077
0	0.0		gi|2313867|gb|AAD077
0	0.0		gi|2313868|gb|AAD077
0	0.0154		gi|2313856|gb|AAD077
0	0.0466		gi|2313857|gb|AAD077
1	0.5829		gi|2313858|gb|AAD077
1	0.5836		gi|2313859|gb|AAD077
1	0.8605		gi|2313860|gb|AAD077
0	0.0466		gi|2313861|gb|AAD077
1	0.953		gi|2313862|gb|AAD077
0	0.0154		gi|2313863|gb|AAD077
1	0.9534		gi|2313870|gb|AAD077
1	0.3554		gi|2313871|gb|AAD077
1	0.5674		gi|2313872|gb|AAD077
1	0.5212		gi|2313878|gb|AAD078
0	0.0308		gi|2313873|gb|AAD077
1	0.5527		gi|2313874|gb|AAD077
1	0.5212		gi|2313875|gb|AAD077
1	0.5058		gi|2313879|gb|AAD078
0	0.0		gi|2313876|gb|AAD077
0	0.0		gi|2313877|gb|AAD078
0	0.0154		gi|2313881|gb|AAD078
0	0.0		gi|2313888|gb|AAD078
0	0.0462		gi|2313882|gb|AAD078
0	0.0		gi|2313894|gb|AAD078
0	0.1083		gi|2313883|gb|AAD078
0	0.0309		gi|2313884|gb|AAD078
0	0.0		gi|2313885|gb|AAD078
1	0.552		gi|2313886|gb|AAD078
1	0.5366		gi|2313889|gb|AAD078
0	0.0312		gi|2313890|gb|AAD078
1	0.9534		gi|2313887|gb|AAD078
0	0.0		gi|2313891|gb|AAD078
0	0.0		gi|2313892|gb|AAD078
0	0.0154		gi|2313893|gb|AAD078
1	0.5058		gi|2313906|gb|AAD078
0	0.0616		gi|2313896|gb|AAD078
0	0.0		gi|2313897|gb|AAD078
0	0.0		gi|2313898|gb|AAD078
0	0.0		gi|2313903|gb|AAD078
0	0.1237		gi|2313899|gb|AAD078
1	0.5983		gi|2313904|gb|AAD078
1	0.4322		gi|2313900|gb|AAD078
1	0.7066		gi|2313901|gb|AAD078
1	0.5528		gi|2313905|gb|AAD078
1	0.4479		gi|2313902|gb|AAD078
0	0.0312		gi|2313912|gb|AAD078
0	0.1083		gi|2313908|gb|AAD078
0	0.0		gi|2313913|gb|AAD078
0	0.0467		gi|2313914|gb|AAD078
0	0.0		gi|2313915|gb|AAD078
0	0.0		gi|2313916|gb|AAD078
0	0.0		gi|2313917|gb|AAD078
1	0.6601		gi|2313909|gb|AAD078
1	0.3701		gi|2313910|gb|AAD078
1	0.2776		gi|2313911|gb|AAD078
0	0.0		gi|2313926|gb|AAD078
0	0.0		gi|2313928|gb|AAD078
0	0.0154		gi|2313919|gb|AAD078
1	0.5366		gi|2313920|gb|AAD078
0	0.0154		gi|2313921|gb|AAD078
1	0.8612		gi|2313922|gb|AAD078
0	0.1392		gi|2313923|gb|AAD078
0	0.0154		gi|2313924|gb|AAD078
0	0.0		gi|2313927|gb|AAD078
0	0.0		gi|2313925|gb|AAD078
1	0.5212		gi|2313930|gb|AAD078
1	0.5058		gi|2313931|gb|AAD078
0	0.0154		gi|2313932|gb|AAD078
0	0.0308		gi|2313939|gb|AAD078
0	0.1234		gi|2313933|gb|AAD078
0	0.0		gi|2313940|gb|AAD078
0	0.17		gi|2313934|gb|AAD078
0	0.0		gi|2313935|gb|AAD078
0	0.0158		gi|2313941|gb|AAD078
1	0.5058		gi|2313936|gb|AAD078
0	0.2005		gi|2313937|gb|AAD078
0	0.0158		gi|2313942|gb|AAD078
0	0.0308		gi|2313938|gb|AAD078
1	0.5058		gi|2313943|gb|AAD078
0	0.1392		gi|2313954|gb|AAD078
0	0.0		gi|2313945|gb|AAD078
0	0.1079		gi|2313946|gb|AAD078
0	0.0		gi|2313947|gb|AAD078
0	0.0		gi|2313948|gb|AAD078
0	0.0154		gi|2313955|gb|AAD078
0	0.0		gi|2313949|gb|AAD078
0	0.0		gi|2313950|gb|AAD078
1	0.5212		gi|2313956|gb|AAD078
0	0.0462		gi|2313951|gb|AAD078
0	0.1234		gi|2313952|gb|AAD078
0	0.0312		gi|2313953|gb|AAD078
0	0.1854		gi|2313958|gb|AAD078
0	0.2313		gi|2313959|gb|AAD078
0	0.0		gi|2313960|gb|AAD078
0	0.0154		gi|2313961|gb|AAD078
1	0.2471		gi|2313962|gb|AAD078
1	0.2937		gi|2313963|gb|AAD078
1	0.3551		gi|2313964|gb|AAD078
1	0.9071		gi|2313965|gb|AAD078
0	0.0		gi|2313966|gb|AAD078
0	0.0154		gi|2313968|gb|AAD078
1	0.4785		gi|2313967|gb|AAD078
1	0.6295		gi|2313970|gb|AAD078
0	0.0154		gi|2313978|gb|AAD078
0	0.0		gi|2313979|gb|AAD078
0	0.0158		gi|2313980|gb|AAD078
0	0.0463		gi|2313971|gb|AAD078
0	0.0154		gi|2313972|gb|AAD078
1	0.3702		gi|2313973|gb|AAD078
0	0.0		gi|2313981|gb|AAD078
0	0.1234		gi|2313974|gb|AAD078
0	0.1237		gi|2313975|gb|AAD078
0	0.0		gi|2313976|gb|AAD078
0	0.0		gi|2313977|gb|AAD078
0	0.0		gi|2314006|gb|AAD079
0	0.0154		gi|2313983|gb|AAD078
1	0.5212		gi|2313998|gb|AAD079
0	0.0		gi|2313984|gb|AAD078
1	0.5058		gi|2313985|gb|AAD078
1	0.5058		gi|2313999|gb|AAD079
0	0.0308		gi|2313986|gb|AAD079
1	0.5058		gi|2313987|gb|AAD079
0	0.0154		gi|2313988|gb|AAD079
0	0.0154		gi|2314000|gb|AAD079
0	0.0925		gi|2313989|gb|AAD079
1	0.6599		gi|2313990|gb|AAD079
0	0.1079		gi|2313991|gb|AAD079
1	0.552		gi|2313992|gb|AAD079
0	0.0158		gi|2314001|gb|AAD079
0	0.1704		gi|2314002|gb|AAD079
0	0.0466		gi|2314003|gb|AAD079
0	0.0312		gi|2314004|gb|AAD079
0	0.2159		gi|2313993|gb|AAD079
1	0.5987		gi|2313994|gb|AAD079
1	0.293		gi|2313995|gb|AAD079
1	0.5366		gi|2314005|gb|AAD079
0	0.0154		gi|2313996|gb|AAD079
0	0.0		gi|2313997|gb|AAD079
0	0.0		gi|2314008|gb|AAD079
0	0.0308		gi|2314009|gb|AAD079
0	0.0		gi|2314016|gb|AAD079
0	0.0		gi|2314013|gb|AAD079
0	0.0312		gi|2314010|gb|AAD079
0	0.0154		gi|2314011|gb|AAD079
0	0.0929		gi|2314012|gb|AAD079
0	0.0		gi|2314018|gb|AAD079
0	0.0		gi|2314014|gb|AAD079
1	0.5212		gi|2314015|gb|AAD079
0	0.0		gi|2314017|gb|AAD079
0	0.0925		gi|2314020|gb|AAD079
0	0.0		gi|2314027|gb|AAD079
1	0.2471		gi|2314021|gb|AAD079
1	0.463		gi|2314022|gb|AAD079
0	0.0154		gi|2314023|gb|AAD079
0	0.0309		gi|2314024|gb|AAD079
0	0.0154		gi|2314025|gb|AAD079
0	0.0154		gi|2314026|gb|AAD079
0	0.0158		gi|2314029|gb|AAD079
0	0.0155		gi|2314030|gb|AAD079
0	0.0		gi|2314037|gb|AAD079
0	0.0154		gi|2314031|gb|AAD079
0	0.0154		gi|2314038|gb|AAD079
0	0.0154		gi|2314032|gb|AAD079
0	0.0		gi|2314039|gb|AAD079
0	0.0		gi|2314033|gb|AAD079
0	0.0308		gi|2314034|gb|AAD079
0	0.0		gi|2314035|gb|AAD079
0	0.0		gi|2314041|gb|AAD079
0	0.0		gi|2314040|gb|AAD079
0	0.0		gi|2314036|gb|AAD079
0	0.0155		gi|2314048|gb|AAD079
0	0.0308		gi|2314043|gb|AAD079
0	0.0		gi|2314044|gb|AAD079
0	0.0154		gi|2314049|gb|AAD079
0	0.0154		gi|2314045|gb|AAD079
0	0.0		gi|2314046|gb|AAD079
0	0.0154		gi|2314050|gb|AAD079
0	0.0		gi|2314047|gb|AAD079
0	0.0		gi|2314057|gb|AAD079
0	0.0154		gi|2314052|gb|AAD079
0	0.0		gi|2314053|gb|AAD079
0	0.0		gi|2314059|gb|AAD079
0	0.0466		gi|2314058|gb|AAD079
0	0.1395		gi|2314054|gb|AAD079
1	0.5366		gi|2314055|gb|AAD079
0	0.0154		gi|2314056|gb|AAD079
0	0.0154		gi|2314061|gb|AAD079
0	0.0309		gi|2314070|gb|AAD079
0	0.0463		gi|2314069|gb|AAD079
0	0.0308		gi|2314062|gb|AAD079
0	0.0308		gi|2314063|gb|AAD079
1	0.5212		gi|2314064|gb|AAD079
1	0.7833		gi|2314065|gb|AAD079
1	0.6912		gi|2314066|gb|AAD079
0	0.0616		gi|2314067|gb|AAD079
1	0.5212		gi|2314071|gb|AAD079
1	0.5212		gi|2314072|gb|AAD079
0	0.0158		gi|2314073|gb|AAD079
0	0.0		gi|2314068|gb|AAD079
1	0.5212		gi|2314074|gb|AAD079
0	0.0154		gi|2314076|gb|AAD079
0	0.0154		gi|2314083|gb|AAD079
0	0.0		gi|2314084|gb|AAD079
0	0.0154		gi|2314077|gb|AAD079
0	0.0154		gi|2314078|gb|AAD079
1	0.66		gi|2314079|gb|AAD079
0	0.0		gi|2314080|gb|AAD079
0	0.0308		gi|2314081|gb|AAD079
0	0.0		gi|2314082|gb|AAD079
0	0.0		gi|2314085|gb|AAD079
0	0.0308		gi|2314087|gb|AAD079
0	0.0154		gi|2314098|gb|AAD080
0	0.0154		gi|2314099|gb|AAD080
0	0.0154		gi|2314088|gb|AAD079
1	0.386		gi|2314089|gb|AAD079
0	0.0		gi|2314100|gb|AAD080
0	0.0		gi|2314090|gb|AAD079
0	0.0154		gi|2314101|gb|AAD080
0	0.0154		gi|2314091|gb|AAD079
1	0.3087		gi|2314092|gb|AAD079
1	0.5058		gi|2314093|gb|AAD079
1	0.7837		gi|2314094|gb|AAD080
0	0.0617		gi|2314102|gb|AAD080
1	0.5058		gi|2314095|gb|AAD080
1	0.3705		gi|2314096|gb|AAD080
1	0.2471		gi|2314097|gb|AAD080
0	0.0		gi|2314104|gb|AAD080
1	0.5058		gi|2314110|gb|AAD080
0	0.0308		gi|2314111|gb|AAD080
0	0.0		gi|2314112|gb|AAD080
0	0.0154		gi|2314105|gb|AAD080
0	0.0154		gi|2314106|gb|AAD080
0	0.0		gi|2314114|gb|AAD080
0	0.0		gi|2314107|gb|AAD080
0	0.0154		gi|2314108|gb|AAD080
0	0.0154		gi|2314113|gb|AAD080
1	0.3551		gi|2314109|gb|AAD080
1	0.5058		gi|2314124|gb|AAD080
0	0.1543		gi|2314116|gb|AAD080
0	0.2008		gi|2314117|gb|AAD080
0	0.0617		gi|2314118|gb|AAD080
0	0.047		gi|2314119|gb|AAD080
1	0.4326		gi|2314120|gb|AAD080
1	1.0		gi|2314121|gb|AAD080
0	0.0		gi|2314122|gb|AAD080
0	0.0		gi|2314123|gb|AAD080
0	0.0158		gi|2314129|gb|AAD080
0	0.0		gi|2314126|gb|AAD080
1	0.5058		gi|2314138|gb|AAD080
0	0.0		gi|2314130|gb|AAD080
0	0.0		gi|2314131|gb|AAD080
0	0.0155		gi|2314137|gb|AAD080
0	0.0		gi|2314127|gb|AAD080
0	0.0		gi|2314128|gb|AAD080
0	0.0		gi|2314132|gb|AAD080
0	0.0462		gi|2314133|gb|AAD080
0	0.0		gi|2314134|gb|AAD080
1	0.5216		gi|2314135|gb|AAD080
0	0.0308		gi|2314136|gb|AAD080
0	0.0		gi|2314140|gb|AAD080
0	0.0		gi|2314144|gb|AAD080
0	0.0		gi|2314141|gb|AAD080
0	0.0		gi|2314142|gb|AAD080
0	0.0		gi|2314145|gb|AAD080
0	0.0308		gi|2314143|gb|AAD080
0	0.0		gi|2314146|gb|AAD080
0	0.0154		gi|2314147|gb|AAD080
0	0.0		gi|2314148|gb|AAD080
0	0.0		gi|2314149|gb|AAD080
0	0.0		gi|2314159|gb|AAD080
0	0.0309		gi|2314151|gb|AAD080
0	0.0		gi|2314152|gb|AAD080
0	0.0		gi|2314158|gb|AAD080
0	0.0158		gi|2314153|gb|AAD080
0	0.108		gi|2314154|gb|AAD080
1	0.5058		gi|2314155|gb|AAD080
1	0.8145		gi|2314156|gb|AAD080
0	0.0313		gi|2314157|gb|AAD080
0	0.0154		gi|2314169|gb|AAD080
1	0.8763		gi|2314161|gb|AAD080
1	0.5212		gi|2314162|gb|AAD080
0	0.0		gi|2314172|gb|AAD080
1	0.552		gi|2314163|gb|AAD080
1	0.3242		gi|2314164|gb|AAD080
0	0.0316		gi|2314165|gb|AAD080
0	0.0		gi|2314170|gb|AAD080
0	0.0309		gi|2314171|gb|AAD080
0	0.0312		gi|2314166|gb|AAD080
0	0.0309		gi|2314167|gb|AAD080
0	0.0		gi|2314168|gb|AAD080
0	0.1395		gi|2314174|gb|AAD080
0	0.0		gi|2314184|gb|AAD080
0	0.0154		gi|2314185|gb|AAD080
0	0.0154		gi|2314175|gb|AAD080
0	0.0154		gi|2314176|gb|AAD080
0	0.0		gi|2314177|gb|AAD080
0	0.0154		gi|2314186|gb|AAD080
1	0.5058		gi|2314178|gb|AAD080
0	0.0		gi|2314179|gb|AAD080
1	0.2783		gi|2314180|gb|AAD080
0	0.0466		gi|2314181|gb|AAD080
1	0.6449		gi|2314182|gb|AAD080
0	0.0		gi|2314187|gb|AAD080
1	0.7679		gi|2314183|gb|AAD080
0	0.0154		gi|2314189|gb|AAD080
0	0.0466		gi|2314198|gb|AAD080
0	0.062		gi|2314190|gb|AAD080
0	0.0		gi|2314191|gb|AAD080
0	0.0154		gi|2314192|gb|AAD080
0	0.17		gi|2314193|gb|AAD080
1	0.5836		gi|2314194|gb|AAD080
1	0.4476		gi|2314195|gb|AAD080
0	0.047		gi|2314196|gb|AAD080
0	0.062		gi|2314197|gb|AAD080
0	0.17		gi|2314199|gb|AAD080
1	0.7683		gi|2314201|gb|AAD080
1	0.5212		gi|2314208|gb|AAD081
1	0.5058		gi|2314209|gb|AAD081
1	0.5058		gi|2314210|gb|AAD081
1	0.5212		gi|2314211|gb|AAD081
1	0.5058		gi|2314212|gb|AAD081
1	0.6599		gi|2314202|gb|AAD080
1	0.6603		gi|2314203|gb|AAD081
1	0.5987		gi|2314213|gb|AAD081
1	0.6449		gi|2314204|gb|AAD081
0	0.0462		gi|2314205|gb|AAD081
0	0.0312		gi|2314206|gb|AAD081
1	0.5058		gi|2314214|gb|AAD081
1	0.5373		gi|2314215|gb|AAD081
0	0.0		gi|2314207|gb|AAD081
1	0.5212		gi|2314217|gb|AAD081
0	0.0		gi|2314218|gb|AAD081
1	0.8296		gi|2314219|gb|AAD081
1	0.5058		gi|2314225|gb|AAD081
0	0.17		gi|2314220|gb|AAD081
0	0.0308		gi|2314221|gb|AAD081
0	0.0		gi|2314224|gb|AAD081
0	0.0154		gi|2314226|gb|AAD081
0	0.0158		gi|2314222|gb|AAD081
1	0.5212		gi|2314227|gb|AAD081
0	0.0154		gi|2314223|gb|AAD081
0	0.0154		gi|2314228|gb|AAD081
0	0.0463		gi|2314229|gb|AAD081
0	0.0		gi|2314231|gb|AAD081
0	0.0154		gi|2314238|gb|AAD081
1	0.2622		gi|2314232|gb|AAD081
0	0.0		gi|2314239|gb|AAD081
0	0.0925		gi|2314233|gb|AAD081
1	0.5058		gi|2314240|gb|AAD081
1	0.5058		gi|2314234|gb|AAD081
1	0.8913		gi|2314235|gb|AAD081
0	0.2313		gi|2314236|gb|AAD081
1	0.5366		gi|2314241|gb|AAD081
1	0.2621		gi|2314237|gb|AAD081
0	0.0		gi|2314243|gb|AAD081
0	0.0		gi|2314244|gb|AAD081
1	0.5058		gi|2314255|gb|AAD081
0	0.0		gi|2314253|gb|AAD081
0	0.0		gi|2314245|gb|AAD081
0	0.0		gi|2314246|gb|AAD081
0	0.0158		gi|2314254|gb|AAD081
0	0.0154		gi|2314247|gb|AAD081
0	0.0154		gi|2314248|gb|AAD081
0	0.0462		gi|2314249|gb|AAD081
0	0.0463		gi|2314250|gb|AAD081
1	0.5058		gi|2314251|gb|AAD081
0	0.0		gi|2314252|gb|AAD081
0	0.0154		gi|2314257|gb|AAD081
0	0.0		gi|2314258|gb|AAD081
0	0.0		gi|2314266|gb|AAD081
0	0.0		gi|2314267|gb|AAD081
1	0.5212		gi|2314259|gb|AAD081
0	0.0		gi|2314260|gb|AAD081
0	0.0154		gi|2314261|gb|AAD081
0	0.0		gi|2314262|gb|AAD081
0	0.1701		gi|2314263|gb|AAD081
0	0.0		gi|2314264|gb|AAD081
0	0.0308		gi|2314265|gb|AAD081
0	0.0		gi|2314273|gb|AAD081
0	0.0		gi|2314275|gb|AAD081
0	0.0308		gi|2314269|gb|AAD081
0	0.0154		gi|2314270|gb|AAD081
0	0.0		gi|2314271|gb|AAD081
0	0.0		gi|2314274|gb|AAD081
0	0.0308		gi|2314272|gb|AAD081
0	0.0		gi|2314289|gb|AAD081
0	0.047		gi|2314277|gb|AAD081
0	0.0158		gi|2314290|gb|AAD081
0	0.062		gi|2314278|gb|AAD081
0	0.1079		gi|2314279|gb|AAD081
1	0.5373		gi|2314291|gb|AAD081
0	0.0		gi|2314292|gb|AAD081
1	0.6299		gi|2314280|gb|AAD081
1	0.5682		gi|2314281|gb|AAD081
1	0.6603		gi|2314282|gb|AAD081
1	0.8611		gi|2314283|gb|AAD081
1	0.8299		gi|2314284|gb|AAD081
1	0.355		gi|2314285|gb|AAD081
1	0.5216		gi|2314286|gb|AAD081
1	0.5832		gi|2314287|gb|AAD081
1	0.537		gi|2314288|gb|AAD081
0	0.1696		gi|2314294|gb|AAD081
1	0.6448		gi|2314295|gb|AAD081
1	0.386		gi|2314296|gb|AAD081
1	0.4167		gi|2314297|gb|AAD081
0	0.0		gi|2314298|gb|AAD081
0	0.0154		gi|2314299|gb|AAD081
0	0.0154		gi|2314300|gb|AAD081
0	0.0		gi|2314311|gb|AAD082
0	0.0		gi|2314312|gb|AAD082
1	0.3084		gi|2314302|gb|AAD081
1	0.3706		gi|2314303|gb|AAD081
1	0.7992		gi|2314304|gb|AAD081
1	0.599		gi|2314313|gb|AAD082
1	0.3401		gi|2314310|gb|AAD081
1	0.4164		gi|2314305|gb|AAD081
1	0.9533		gi|2314306|gb|AAD081
0	0.0154		gi|2314314|gb|AAD082
1	0.4631		gi|2314307|gb|AAD081
0	0.0154		gi|2314315|gb|AAD082
0	0.0154		gi|2314316|gb|AAD082
0	0.108		gi|2314308|gb|AAD081
0	0.0308		gi|2314309|gb|AAD081
1	0.3242		gi|2314318|gb|AAD082
1	0.6141		gi|2314319|gb|AAD082
0	0.0154		gi|2314320|gb|AAD082
1	0.5058		gi|2314326|gb|AAD082
0	0.0463		gi|2314321|gb|AAD082
0	0.0		gi|2314322|gb|AAD082
1	0.3088		gi|2314323|gb|AAD082
0	0.0		gi|2314325|gb|AAD082
0	0.0309		gi|2314324|gb|AAD082
0	0.0		gi|2314328|gb|AAD082
1	0.5058		gi|2314329|gb|AAD082
0	0.0		gi|2314330|gb|AAD082
0	0.0154		gi|2314331|gb|AAD082
0	0.0		gi|2314338|gb|AAD082
0	0.0		gi|2314332|gb|AAD082
0	0.0154		gi|2314333|gb|AAD082
0	0.0		gi|2314339|gb|AAD082
0	0.0		gi|2314334|gb|AAD082
0	0.0308		gi|2314335|gb|AAD082
0	0.0308		gi|2314336|gb|AAD082
0	0.0		gi|2314337|gb|AAD082
0	0.0158		gi|2314341|gb|AAD082
0	0.0154		gi|2314342|gb|AAD082
0	0.0308		gi|2314343|gb|AAD082
0	0.0466		gi|2314344|gb|AAD082
0	0.0		gi|2314345|gb|AAD082
0	0.0313		gi|2314346|gb|AAD082
0	0.0		gi|2314347|gb|AAD082
0	0.0		gi|2314348|gb|AAD082
0	0.2008		gi|2314350|gb|AAD082
1	0.953		gi|2314351|gb|AAD082
0	0.0771		gi|2314352|gb|AAD082
0	0.0		gi|2314353|gb|AAD082
0	0.0		gi|2314358|gb|AAD082
0	0.0		gi|2314359|gb|AAD082
1	0.4318		gi|2314354|gb|AAD082
1	0.9688		gi|2314355|gb|AAD082
1	0.9075		gi|2314356|gb|AAD082
1	0.4627		gi|2314357|gb|AAD082
1	0.448		gi|2314361|gb|AAD082
1	0.3862		gi|2314362|gb|AAD082
1	0.3859		gi|2314363|gb|AAD082
1	0.9074		gi|2314364|gb|AAD082
1	0.8457		gi|2314365|gb|AAD082
0	0.1703		gi|2314371|gb|AAD082
1	0.2471		gi|2314366|gb|AAD082
1	0.5212		gi|2314367|gb|AAD082
0	0.0154		gi|2314372|gb|AAD082
0	0.0154		gi|2314368|gb|AAD082
0	0.0308		gi|2314369|gb|AAD082
0	0.0463		gi|2314370|gb|AAD082
0	0.0		gi|2314384|gb|AAD082
0	0.2008		gi|2314374|gb|AAD082
0	0.1697		gi|2314375|gb|AAD082
0	0.0154		gi|2314376|gb|AAD082
0	0.0		gi|2314382|gb|AAD082
1	0.7224		gi|2314377|gb|AAD082
1	0.5215		gi|2314383|gb|AAD082
0	0.0775		gi|2314378|gb|AAD082
1	0.5058		gi|2314385|gb|AAD082
0	0.0154		gi|2314379|gb|AAD082
1	0.4164		gi|2314380|gb|AAD082
0	0.0		gi|2314381|gb|AAD082
0	0.0154		gi|2314397|gb|AAD082
0	0.0154		gi|2314387|gb|AAD082
0	0.0308		gi|2314388|gb|AAD082
0	0.0154		gi|2314389|gb|AAD082
0	0.0312		gi|2314390|gb|AAD082
0	0.047		gi|2314391|gb|AAD082
1	0.7374		gi|2314392|gb|AAD082
1	0.5369		gi|2314398|gb|AAD082
1	0.5528		gi|2314393|gb|AAD082
1	0.293		gi|2314394|gb|AAD082
0	0.0		gi|2314399|gb|AAD082
1	0.5058		gi|2314395|gb|AAD082
0	0.0158		gi|2314396|gb|AAD082
1	0.537		gi|2314406|gb|AAD082
0	0.1546		gi|2314401|gb|AAD082
0	0.0		gi|2314402|gb|AAD082
1	0.5058		gi|2314408|gb|AAD082
1	0.5373		gi|2314403|gb|AAD082
1	0.4322		gi|2314404|gb|AAD082
0	0.0154		gi|2314405|gb|AAD082
0	0.0		gi|2314407|gb|AAD082
1	0.8142		gi|2314410|gb|AAD082
1	0.8451		gi|2314411|gb|AAD082
1	0.83		gi|2314412|gb|AAD082
1	0.537		gi|2314419|gb|AAD082
0	0.0463		gi|2314413|gb|AAD082
1	0.6137		gi|2314414|gb|AAD082
0	0.0154		gi|2314420|gb|AAD083
0	0.0154		gi|2314415|gb|AAD082
0	0.0154		gi|2314416|gb|AAD082
1	0.9376		gi|2314417|gb|AAD082
1	0.5212		gi|2314418|gb|AAD082
0	0.0154		gi|2314422|gb|AAD083
1	0.4788		gi|2314423|gb|AAD083
0	0.0929		gi|2314424|gb|AAD083
0	0.0312		gi|2314425|gb|AAD083
0	0.0		gi|2314426|gb|AAD083
0	0.1392		gi|2314427|gb|AAD083
1	0.6604		gi|2314428|gb|AAD083
0	0.1237		gi|2314429|gb|AAD083
0	0.1546		gi|2314430|gb|AAD083
1	0.5216		gi|2314442|gb|AAD083
1	0.5373		gi|2314441|gb|AAD083
1	0.5983		gi|2314431|gb|AAD083
0	0.1396		gi|2314432|gb|AAD083
1	0.6603		gi|2314433|gb|AAD083
0	0.17		gi|2314434|gb|AAD083
1	0.6761		gi|2314435|gb|AAD083
0	0.1854		gi|2314436|gb|AAD083
0	0.1237		gi|2314437|gb|AAD083
0	0.1549		gi|2314438|gb|AAD083
0	0.0		gi|2314439|gb|AAD083
0	0.0616		gi|2314440|gb|AAD083
0	0.0		gi|2314450|gb|AAD083
0	0.0925		gi|2314444|gb|AAD083
0	0.1234		gi|2314445|gb|AAD083
0	0.0771		gi|2314446|gb|AAD083
0	0.0929		gi|2314447|gb|AAD083
0	0.0925		gi|2314448|gb|AAD083
0	0.0154		gi|2314451|gb|AAD083
0	0.0		gi|2314449|gb|AAD083
0	0.0154		gi|2314453|gb|AAD083
0	0.0154		gi|2314454|gb|AAD083
0	0.0		gi|2314455|gb|AAD083
0	0.0		gi|2314487|gb|AAD083
1	0.5058		gi|2314488|gb|AAD083
0	0.0154		gi|2314456|gb|AAD083
0	0.0618		gi|2314457|gb|AAD083
1	0.8763		gi|2314458|gb|AAD083
1	0.4784		gi|2314459|gb|AAD083
1	0.4472		gi|2314460|gb|AAD083
1	0.4634		gi|2314461|gb|AAD083
1	0.4322		gi|2314462|gb|AAD083
1	0.7375		gi|2314486|gb|AAD083
1	0.8917		gi|2314483|gb|AAD083
1	0.8451		gi|2314463|gb|AAD083
1	0.9688		gi|2314464|gb|AAD083
1	0.9071		gi|2314465|gb|AAD083
1	0.9688		gi|2314466|gb|AAD083
1	0.4017		gi|2314467|gb|AAD083
1	0.4939		gi|2314468|gb|AAD083
