#Total 4140 genes are submitted
#324 of them are predicted as essential genes
Class(essential gene:1,others:0)	Essentiality Score	Protein
0	0.0119		gi|1786926|gb|AAC738
0	0.0		gi|1786927|gb|AAC738
0	0.0238		gi|1786928|gb|AAC738
0	0.0		gi|1786929|gb|AAC738
0	0.0		gi|1786930|gb|AAC738
0	0.0		gi|1786931|gb|AAC738
0	0.0		gi|1786932|gb|AAC738
0	0.0		gi|87081776|gb|AAC73
0	0.0		gi|87081777|gb|AAC73
0	0.0		gi|1786936|gb|AAC738
0	0.0		gi|87081778|gb|AAC73
0	0.0		gi|1786938|gb|AAC738
0	0.1084		gi|1786939|gb|AAC738
0	0.1332		gi|1786940|gb|AAC738
0	0.0729		gi|1786941|gb|AAC738
0	0.1766		gi|1786942|gb|AAC738
0	0.1212		gi|1786943|gb|AAC738
0	0.1767		gi|1786945|gb|AAC738
0	0.2363		gi|1786946|gb|AAC738
0	0.0601		gi|1786948|gb|AAC738
0	0.0721		gi|1786949|gb|AAC738
0	0.0		gi|1786950|gb|AAC738
0	0.024		gi|1786951|gb|AAC738
0	0.0		gi|1786952|gb|AAC738
1	0.6248		gi|87081779|gb|AAC73
0	0.0316		gi|1786954|gb|AAC738
0	0.0		gi|87081780|gb|ABD18
0	0.0242		gi|1786956|gb|AAC738
0	0.0367		gi|1786957|gb|AAC738
0	0.0482		gi|1786958|gb|AAC738
0	0.0		gi|1786959|gb|AAC738
0	0.0		gi|1786960|gb|AAC738
0	0.0845		gi|1786961|gb|AAC738
0	0.0599		gi|1786962|gb|AAC738
0	0.0119		gi|1786963|gb|AAC738
0	0.06		gi|1786964|gb|AAC738
0	0.0239		gi|1786965|gb|AAC738
0	0.0		gi|1786966|gb|AAC738
0	0.0		gi|1786968|gb|AAC738
0	0.0		gi|1786969|gb|AAC738
0	0.0597		gi|1786970|gb|AAC738
0	0.0		gi|1786971|gb|AAC738
0	0.0478		gi|1786972|gb|AAC738
0	0.012		gi|1786973|gb|AAC738
0	0.084		gi|1786974|gb|AAC738
0	0.0		gi|1786975|gb|AAC738
0	0.0		gi|1786976|gb|AAC738
0	0.0		gi|1786977|gb|AAC738
0	0.0		gi|1786979|gb|AAC738
0	0.0		gi|1786980|gb|AAC738
0	0.0		gi|1786981|gb|AAC738
0	0.0119		gi|1786982|gb|AAC738
0	0.0		gi|1786983|gb|AAC738
0	0.024		gi|145693105|gb|AAC7
0	0.0		gi|1786985|gb|AAC738
0	0.0		gi|1786986|gb|AAC738
0	0.0		gi|87081781|gb|AAC73
0	0.012		gi|1786989|gb|AAC738
0	0.0119		gi|1786990|gb|AAC738
0	0.0361		gi|1786991|gb|AAC738
0	0.0241		gi|1786992|gb|AAC738
0	0.036		gi|1786993|gb|AAC738
0	0.0483		gi|1786994|gb|AAC738
0	0.0723		gi|1786995|gb|AAC738
0	0.0238		gi|1786996|gb|AAC738
0	0.0239		gi|1786997|gb|AAC738
0	0.0359		gi|1786999|gb|AAC738
0	0.0		gi|1787000|gb|AAC738
0	0.0239		gi|1787001|gb|AAC738
0	0.0119		gi|1787002|gb|AAC738
0	0.012		gi|1787003|gb|AAC738
0	0.024		gi|1787004|gb|AAC738
0	0.0		gi|1787005|gb|AAC738
0	0.0239		gi|1787006|gb|AAC738
0	0.0		gi|1787007|gb|AAC738
0	0.0439		gi|1787008|gb|AAC738
0	0.0		gi|1787009|gb|AAC738
0	0.012		gi|1787010|gb|AAC738
0	0.0		gi|1787011|gb|AAC738
0	0.0		gi|87081782|gb|AAC73
0	0.0		gi|1787013|gb|AAC738
0	0.0		gi|87081783|gb|AAC73
0	0.0		gi|1787016|gb|AAC738
0	0.0		gi|1787017|gb|AAC738
0	0.0119		gi|1787018|gb|AAC738
0	0.0239		gi|1787019|gb|AAC738
0	0.0		gi|1787020|gb|AAC738
0	0.0		gi|1787021|gb|AAC738
0	0.0		gi|1787022|gb|AAC738
0	0.0		gi|87081784|gb|AAC73
0	0.0		gi|1787024|gb|AAC738
0	0.0		gi|87081785|gb|AAC73
0	0.0		gi|87081786|gb|AAC73
0	0.0		gi|87081787|gb|AAC73
0	0.0		gi|1787029|gb|AAC738
0	0.0		gi|1787030|gb|AAC738
0	0.0		gi|1787031|gb|AAC738
0	0.012		gi|1787032|gb|AAC738
0	0.0		gi|1787033|gb|AAC739
0	0.0		gi|1787034|gb|AAC739
0	0.0		gi|1787035|gb|AAC739
0	0.0		gi|558095102|gb|AHA5
0	0.0		gi|1787038|gb|AAC739
0	0.0		gi|1787039|gb|AAC739
0	0.0		gi|1787040|gb|AAC739
0	0.0119		gi|1787041|gb|AAC739
0	0.012		gi|1787042|gb|AAC739
0	0.0122		gi|1787043|gb|AAC739
0	0.012		gi|1787044|gb|AAC739
0	0.0		gi|226510931|gb|AAC7
0	0.012		gi|87081788|gb|AAC73
0	0.084		gi|1787048|gb|AAC739
0	0.012		gi|1787049|gb|AAC739
0	0.0		gi|1787050|gb|AAC739
0	0.0119		gi|145693107|gb|AAC7
0	0.0198		gi|1787052|gb|AAC739
0	0.0		gi|1787053|gb|AAC739
0	0.0238		gi|1787054|gb|AAC739
0	0.0		gi|1787055|gb|AAC739
0	0.0119		gi|1787056|gb|AAC739
0	0.0122		gi|1787057|gb|AAC739
0	0.0		gi|1787059|gb|AAC739
0	0.0124		gi|1787060|gb|AAC739
0	0.0		gi|87081789|gb|AAC73
0	0.012		gi|1787062|gb|AAC739
0	0.0		gi|1787063|gb|AAC739
0	0.0119		gi|1787064|gb|AAC739
0	0.0		gi|1787065|gb|AAC739
0	0.0		gi|1787066|gb|AAC739
0	0.0		gi|87081790|gb|AAC73
0	0.0119		gi|1787068|gb|AAC739
0	0.0		gi|1787069|gb|AAC739
0	0.0		gi|1787071|gb|AAC739
0	0.0119		gi|1787072|gb|AAC739
0	0.0		gi|1787073|gb|AAC739
0	0.0		gi|1787074|gb|AAC739
0	0.0		gi|1787075|gb|AAC739
0	0.0		gi|1787076|gb|AAC739
0	0.024		gi|1787077|gb|AAC739
0	0.0		gi|1787078|gb|AAC739
0	0.0		gi|87081791|gb|AAC73
0	0.0		gi|1787080|gb|AAC739
0	0.0		gi|1787081|gb|AAC739
0	0.0198		gi|1787082|gb|AAC739
0	0.0		gi|1787083|gb|AAC739
0	0.0		gi|1787085|gb|AAC739
0	0.0		gi|1787086|gb|AAC739
0	0.0		gi|1787087|gb|AAC739
0	0.0119		gi|1787088|gb|AAC739
0	0.0119		gi|1787089|gb|AAC739
0	0.0		gi|1787090|gb|AAC739
0	0.0		gi|1787091|gb|AAC739
0	0.012		gi|1787092|gb|AAC739
0	0.0322		gi|87081792|gb|AAC73
0	0.0		gi|87081793|gb|AAC73
0	0.0		gi|1787095|gb|AAC739
0	0.0119		gi|1787096|gb|AAC739
0	0.0		gi|1787098|gb|AAC739
0	0.0		gi|87081794|gb|AAC73
0	0.0119		gi|87081795|gb|AAC73
0	0.0		gi|1787101|gb|AAC739
0	0.0196		gi|1787102|gb|AAC739
0	0.0196		gi|1787103|gb|AAC739
0	0.0		gi|87081796|gb|AAC73
0	0.0357		gi|1787105|gb|AAC739
0	0.0		gi|1787107|gb|AAC739
0	0.0124		gi|1787108|gb|AAC739
0	0.0		gi|1787109|gb|AAC739
1	0.9083		gi|1787110|gb|AAC739
0	0.0122		gi|1787111|gb|AAC739
1	0.6323		gi|1787112|gb|AAC739
0	0.0197		gi|1787113|gb|AAC739
0	0.1798		gi|1787114|gb|AAC739
0	0.0		gi|1787116|gb|AAC739
1	0.7881		gi|1787117|gb|AAC739
1	0.7534		gi|145693108|gb|AAC7
0	0.0		gi|1787119|gb|AAC739
1	0.9685		gi|1787120|gb|AAC739
0	0.0		gi|87081797|gb|AAC73
0	0.0		gi|1787122|gb|AAC739
0	0.0		gi|1787123|gb|AAC739
0	0.0		gi|1787124|gb|AAC739
0	0.0		gi|1787126|gb|AAC739
0	0.0		gi|87081798|gb|AAC73
0	0.0		gi|1787128|gb|AAC739
0	0.0		gi|1787129|gb|AAC739
0	0.0		gi|1787130|gb|AAC739
0	0.0		gi|1787131|gb|AAC739
0	0.0119		gi|1787132|gb|AAC739
0	0.0119		gi|87081799|gb|AAC73
0	0.0		gi|1787135|gb|AAC739
0	0.0964		gi|1787136|gb|AAC739
0	0.0991		gi|1787137|gb|AAC739
0	0.0395		gi|87081800|gb|AAC73
1	0.2917		gi|1787139|gb|AAC739
1	0.8369		gi|1787140|gb|AAC739
0	0.0		gi|1787141|gb|AAC739
0	0.0119		gi|87081801|gb|AAC73
1	0.833		gi|1787143|gb|AAC740
1	0.8253		gi|1787144|gb|AAC740
0	0.0		gi|1787145|gb|AAC740
0	0.0875		gi|1787146|gb|AAC740
1	0.809		gi|1787147|gb|AAC740
0	0.0		gi|1787149|gb|AAC740
0	0.0		gi|1787150|gb|AAC740
0	0.0		gi|1787151|gb|AAC740
1	0.652		gi|1787152|gb|AAC740
1	0.6445		gi|226510932|gb|AAC7
1	0.6323		gi|1787154|gb|AAC740
0	0.0		gi|1787155|gb|AAC740
0	0.0124		gi|1787157|gb|AAC740
0	0.0		gi|1787158|gb|AAC740
0	0.0		gi|1787159|gb|AAC740
0	0.0		gi|1787160|gb|AAC740
1	0.7957		gi|1787161|gb|AAC740
0	0.0836		gi|1787162|gb|AAC740
0	0.0119		gi|1787163|gb|AAC740
0	0.0		gi|1787164|gb|AAC740
0	0.0		gi|87081802|gb|AAC74
0	0.0		gi|1787166|gb|AAC740
0	0.0		gi|87081803|gb|AAC74
0	0.0122		gi|1787168|gb|AAC740
0	0.0		gi|87081804|gb|AAC74
0	0.0		gi|1787171|gb|AAC740
0	0.0		gi|1787172|gb|AAC740
0	0.0		gi|1787173|gb|AAC740
0	0.0		gi|1787174|gb|AAC740
0	0.0		gi|87081805|gb|AAC74
0	0.0119		gi|87081806|gb|AAC74
0	0.0799		gi|1787177|gb|AAC740
0	0.0		gi|87081807|gb|AAC74
0	0.0		gi|1787179|gb|AAC740
0	0.0119		gi|1787181|gb|AAC740
0	0.0		gi|1787182|gb|AAC740
0	0.0		gi|1787183|gb|AAC740
0	0.0		gi|1787184|gb|AAC740
0	0.0		gi|145693109|gb|AAC7
0	0.0		gi|1787186|gb|AAC740
1	0.717		gi|1787187|gb|AAC740
0	0.0		gi|1787188|gb|AAC740
0	0.0		gi|1787190|gb|AAC740
0	0.0316		gi|1787191|gb|AAC740
0	0.0		gi|1787192|gb|AAC740
0	0.0		gi|1787193|gb|AAC740
0	0.0		gi|87081808|gb|AAC74
0	0.0119		gi|1787195|gb|AAC740
0	0.0		gi|1787196|gb|AAC740
0	0.0		gi|87081809|gb|AAC74
0	0.0		gi|1787198|gb|AAC740
0	0.0		gi|87081810|gb|AAC74
0	0.012		gi|145693110|gb|AAC7
0	0.0		gi|145693111|gb|AAC7
0	0.0		gi|1787203|gb|AAC740
0	0.0637		gi|87081811|gb|AAC74
0	0.0238		gi|1787205|gb|AAC740
0	0.0124		gi|1787206|gb|AAC740
0	0.0		gi|1787207|gb|AAC740
0	0.0124		gi|1787208|gb|AAC740
0	0.0		gi|1787209|gb|AAC740
0	0.0119		gi|1787210|gb|AAC740
0	0.0		gi|1787211|gb|AAC740
0	0.0		gi|1787212|gb|AAC740
0	0.0		gi|1787213|gb|AAC740
0	0.0		gi|145693112|gb|ABP9
0	0.0		gi|1787215|gb|AAC740
0	0.0		gi|1787216|gb|AAC740
0	0.0244		gi|87081812|gb|AAC74
0	0.0361		gi|1787218|gb|AAC740
0	0.0239		gi|1787219|gb|AAC740
0	0.0		gi|1787220|gb|AAC740
0	0.0		gi|1787221|gb|AAC740
0	0.0		gi|87081813|gb|AAC74
0	0.0		gi|87081814|gb|ABD18
0	0.0		gi|1787223|gb|AAC740
0	0.0		gi|2367112|gb|AAC740
0	0.0119		gi|2367114|gb|AAC740
0	0.0		gi|1787225|gb|AAC740
0	0.0		gi|87081815|gb|ABD18
0	0.024		gi|1787226|gb|AAC740
0	0.0119		gi|87081816|gb|AAC74
0	0.0		gi|1787228|gb|AAC740
0	0.0		gi|1787229|gb|AAC740
0	0.0		gi|1787230|gb|AAC740
0	0.0		gi|1787231|gb|AAC740
0	0.0124		gi|1787232|gb|AAC740
0	0.012		gi|1787234|gb|AAC740
0	0.0119		gi|1787235|gb|AAC740
0	0.0		gi|1787236|gb|AAC740
0	0.0		gi|1787237|gb|AAC740
0	0.0198		gi|1787238|gb|AAC740
0	0.0122		gi|1787239|gb|AAC740
0	0.0		gi|87081817|gb|AAC74
0	0.0		gi|87081818|gb|AAC74
0	0.0121		gi|87081819|gb|AAC74
0	0.0		gi|1787243|gb|AAC740
0	0.0119		gi|1787244|gb|AAC740
0	0.0		gi|1787245|gb|AAC740
0	0.0		gi|87081820|gb|AAC74
0	0.0		gi|1787247|gb|AAC740
0	0.0		gi|1787249|gb|AAC740
0	0.0119		gi|1787250|gb|AAC740
0	0.0		gi|1787251|gb|AAC741
0	0.012		gi|1787254|gb|AAC741
0	0.0		gi|1787255|gb|AAC741
0	0.0		gi|1787257|gb|AAC741
0	0.0		gi|1787258|gb|AAC741
0	0.024		gi|1787259|gb|AAC741
0	0.0		gi|1787260|gb|AAC741
0	0.0		gi|1787261|gb|AAC741
0	0.0		gi|1787262|gb|AAC741
0	0.0		gi|1787263|gb|AAC741
0	0.0		gi|226510933|gb|AAC7
0	0.0		gi|1787267|gb|AAC741
0	0.0		gi|87081824|gb|AAC74
0	0.0		gi|1787271|gb|AAC741
0	0.024		gi|1787272|gb|AAC741
0	0.0		gi|87081825|gb|AAC74
0	0.0		gi|1787274|gb|AAC741
0	0.0		gi|1787275|gb|AAC741
0	0.0		gi|1787276|gb|AAC741
0	0.0		gi|1787277|gb|AAC741
0	0.0		gi|1787278|gb|AAC741
0	0.0198		gi|1787279|gb|AAC741
0	0.0		gi|1787280|gb|AAC741
0	0.0		gi|1787281|gb|AAC741
0	0.0		gi|1787283|gb|AAC741
0	0.0119		gi|87081826|gb|AAC74
0	0.0		gi|1787285|gb|AAC741
0	0.0119		gi|1787286|gb|AAC741
0	0.012		gi|1787287|gb|AAC741
0	0.0122		gi|1787288|gb|AAC741
0	0.0		gi|87081827|gb|AAC74
0	0.0		gi|1787291|gb|AAC741
0	0.0751		gi|1787292|gb|AAC741
0	0.0		gi|1787294|gb|AAC741
0	0.0198		gi|1787295|gb|AAC741
0	0.0		gi|1787296|gb|AAC741
0	0.0		gi|1787297|gb|AAC741
0	0.0		gi|1787298|gb|AAC741
0	0.0		gi|1787299|gb|AAC741
0	0.012		gi|1787300|gb|AAC741
0	0.0438		gi|1787301|gb|AAC741
0	0.0		gi|1787302|gb|AAC741
0	0.0119		gi|1787303|gb|AAC741
0	0.0		gi|87081828|gb|AAC74
0	0.0		gi|1787305|gb|AAC741
0	0.0		gi|1787306|gb|AAC741
0	0.0358		gi|1787307|gb|AAC741
1	0.8091		gi|1787309|gb|AAC741
0	0.012		gi|1787310|gb|AAC741
0	0.0		gi|1787311|gb|AAC741
0	0.0		gi|1787312|gb|AAC741
0	0.0		gi|1787313|gb|AAC741
0	0.0119		gi|1787314|gb|AAC741
0	0.0		gi|1787315|gb|AAC741
0	0.0		gi|1787316|gb|AAC741
0	0.0119		gi|1787317|gb|AAC741
0	0.0		gi|1787318|gb|AAC741
0	0.0		gi|1787319|gb|AAC741
0	0.0		gi|1787320|gb|AAC741
0	0.0119		gi|1787321|gb|AAC741
0	0.0		gi|1787323|gb|AAC741
0	0.012		gi|1787324|gb|AAC741
1	0.6682		gi|1787325|gb|AAC741
1	0.593		gi|87081829|gb|AAC74
0	0.0196		gi|1787327|gb|AAC741
0	0.0198		gi|87081830|gb|AAC74
0	0.0245		gi|1787329|gb|AAC741
0	0.1562		gi|1787330|gb|AAC741
0	0.2154		gi|87081831|gb|AAC74
1	0.2552		gi|1787333|gb|AAC741
1	0.8916		gi|1787334|gb|AAC741
1	0.9406		gi|1787335|gb|AAC741
1	0.9084		gi|1787336|gb|AAC741
0	0.2274		gi|1787337|gb|AAC741
0	0.0122		gi|1787338|gb|AAC741
0	0.0482		gi|1787339|gb|AAC741
1	0.9165		gi|1787340|gb|AAC741
1	0.6687		gi|1787341|gb|AAC741
0	0.0119		gi|1787342|gb|AAC741
0	0.0358		gi|1787343|gb|AAC741
0	0.0		gi|1787344|gb|AAC741
0	0.0238		gi|1787346|gb|AAC741
0	0.0		gi|1787347|gb|AAC741
0	0.012		gi|1787348|gb|AAC741
0	0.012		gi|1787349|gb|AAC741
0	0.0		gi|1787350|gb|AAC741
0	0.0		gi|87081832|gb|AAC74
0	0.012		gi|1787352|gb|AAC741
0	0.0		gi|1787353|gb|AAC741
0	0.0		gi|87081833|gb|AAC74
0	0.0		gi|1787355|gb|AAC741
0	0.0		gi|1787356|gb|AAC741
0	0.0		gi|1787357|gb|AAC741
0	0.0		gi|1787359|gb|AAC741
1	0.6566		gi|1787360|gb|AAC742
1	0.7533		gi|87081834|gb|AAC74
1	0.7895		gi|1787362|gb|AAC742
0	0.0		gi|1787363|gb|AAC742
0	0.0		gi|308199517|gb|AAC7
0	0.0		gi|1787365|gb|AAC742
0	0.0		gi|87081835|gb|AAC74
0	0.0243		gi|1787367|gb|AAC742
0	0.0357		gi|1787368|gb|AAC742
0	0.0238		gi|1787369|gb|AAC742
0	0.0238		gi|1787370|gb|AAC742
0	0.0		gi|1787372|gb|AAC742
0	0.0		gi|87081836|gb|AAC74
0	0.0196		gi|1787374|gb|AAC742
0	0.0		gi|1787375|gb|AAC742
1	0.8013		gi|1787376|gb|AAC742
0	0.0122		gi|1787377|gb|AAC742
1	0.2798		gi|87081837|gb|AAC74
0	0.0121		gi|1787379|gb|AAC742
0	0.0		gi|87081838|gb|AAC74
0	0.0951		gi|1787381|gb|AAC742
0	0.0		gi|1787383|gb|AAC742
0	0.012		gi|1787384|gb|AAC742
0	0.0119		gi|1787385|gb|AAC742
0	0.0		gi|1787386|gb|AAC742
0	0.0		gi|1787387|gb|AAC742
0	0.0		gi|87081839|gb|AAC74
0	0.0		gi|87081840|gb|AAC74
1	0.617		gi|1787391|gb|AAC742
0	0.0		gi|87081841|gb|AAC74
0	0.0		gi|145693113|gb|AAC7
0	0.0		gi|1787394|gb|AAC742
0	0.0		gi|1787396|gb|AAC742
0	0.0		gi|1787399|gb|AAC742
0	0.0		gi|1787400|gb|AAC742
0	0.0		gi|1787401|gb|AAC742
0	0.012		gi|1787402|gb|AAC742
0	0.0		gi|1787404|gb|AAC742
0	0.0122		gi|1787406|gb|AAC742
0	0.0119		gi|1787407|gb|AAC742
0	0.0197		gi|1787408|gb|AAC742
0	0.0		gi|1787409|gb|AAC742
0	0.0		gi|1787410|gb|AAC742
0	0.0		gi|1787411|gb|AAC742
0	0.0		gi|1787412|gb|AAC742
0	0.0		gi|1787413|gb|AAC742
0	0.0196		gi|1787414|gb|AAC742
0	0.0		gi|87081845|gb|AAC74
0	0.0		gi|87081846|gb|ABD18
0	0.0		gi|87081849|gb|AAC74
0	0.0		gi|288549313|gb|AAC7
0	0.0		gi|145693115|gb|ABP9
0	0.0		gi|145693116|gb|ABP9
1	0.685		gi|1787422|gb|AAC742
1	0.661		gi|1787423|gb|AAC742
0	0.0315		gi|1787424|gb|AAC742
0	0.0		gi|1787425|gb|AAC742
0	0.0		gi|1787426|gb|AAC742
0	0.0		gi|308199518|gb|AAC7
0	0.0482		gi|1787428|gb|AAC742
0	0.0		gi|145693117|gb|AAC7
0	0.0		gi|87081853|gb|AAC74
0	0.0		gi|1787431|gb|AAC742
0	0.0		gi|1787432|gb|AAC742
0	0.0		gi|1787433|gb|AAC742
0	0.0121		gi|1787435|gb|AAC742
0	0.0		gi|1787436|gb|AAC742
0	0.0		gi|1787437|gb|AAC742
0	0.0359		gi|1787438|gb|AAC742
0	0.0598		gi|1787439|gb|AAC742
0	0.0		gi|87081854|gb|AAC74
0	0.0119		gi|1787441|gb|AAC742
0	0.0		gi|87081855|gb|AAC74
0	0.0		gi|1787443|gb|AAC742
0	0.0		gi|1787445|gb|AAC742
0	0.0		gi|1787446|gb|AAC742
0	0.024		gi|1787447|gb|AAC742
0	0.0		gi|226510935|gb|AAC7
0	0.0239		gi|1787449|gb|AAC742
0	0.0		gi|87081857|gb|AAC74
0	0.0		gi|87081858|gb|AAC74
0	0.0		gi|1787452|gb|AAC742
0	0.0358		gi|1787454|gb|AAC742
1	0.9365		gi|1787455|gb|AAC742
0	0.0		gi|1787456|gb|AAC742
0	0.0198		gi|87081859|gb|AAC74
1	0.9563		gi|1787458|gb|AAC742
1	0.8489		gi|1787459|gb|AAC742
1	0.7053		gi|1787460|gb|AAC742
1	0.7411		gi|1787461|gb|AAC742
1	0.9444		gi|1787462|gb|AAC742
1	0.7092		gi|1787463|gb|AAC742
0	0.0119		gi|1787464|gb|AAC742
0	0.0		gi|1787465|gb|AAC742
1	0.7649		gi|1787466|gb|AAC742
0	0.0		gi|48994880|gb|AAT48
0	0.0		gi|48994881|gb|AAT48
0	0.0		gi|48994882|gb|AAT48
0	0.0		gi|1787468|gb|AAC743
0	0.012		gi|1787469|gb|AAC743
0	0.0		gi|145693119|gb|AAC7
0	0.0119		gi|1787471|gb|AAC743
0	0.0		gi|145693120|gb|AAC7
0	0.0		gi|1787473|gb|AAC743
0	0.0		gi|1787474|gb|AAC743
0	0.0		gi|1787475|gb|AAC743
0	0.0119		gi|1787477|gb|AAC743
0	0.0318		gi|1787478|gb|AAC743
0	0.0119		gi|1787479|gb|AAC743
0	0.0		gi|1787480|gb|AAC743
0	0.0		gi|145693121|gb|AAC7
0	0.0245		gi|1787483|gb|AAC743
0	0.0		gi|1787484|gb|AAC743
0	0.0198		gi|226510936|gb|AAC7
0	0.0319		gi|1787487|gb|AAC743
0	0.1872		gi|1787488|gb|AAC743
0	0.0		gi|1787489|gb|AAC743
0	0.0477		gi|1787490|gb|AAC743
0	0.0317		gi|1787493|gb|AAC743
0	0.0		gi|1787494|gb|AAC743
0	0.0		gi|1787495|gb|AAC743
0	0.0119		gi|1787497|gb|AAC743
0	0.0238		gi|1787498|gb|AAC743
0	0.0357		gi|48994883|gb|AAT48
0	0.0119		gi|1787500|gb|AAC743
0	0.0		gi|87081860|gb|AAC74
0	0.0238		gi|1787502|gb|AAC743
0	0.0		gi|145693122|gb|ABP9
0	0.0119		gi|1787503|gb|AAC743
0	0.0		gi|87081861|gb|AAC74
0	0.0119		gi|1787505|gb|AAC743
0	0.0119		gi|1787506|gb|AAC743
0	0.056		gi|1787507|gb|AAC743
0	0.0119		gi|1787508|gb|AAC743
0	0.0		gi|1787510|gb|AAC743
0	0.0		gi|1787511|gb|AAC743
0	0.0		gi|1787512|gb|AAC743
0	0.0		gi|87081862|gb|AAC74
0	0.0602		gi|1787514|gb|AAC743
0	0.0961		gi|1787515|gb|AAC743
0	0.0602		gi|558094917|gb|AAC7
0	0.0722		gi|1787517|gb|AAC743
0	0.0722		gi|1787518|gb|AAC743
0	0.0		gi|1787519|gb|AAC743
0	0.0122		gi|1787520|gb|AAC743
0	0.012		gi|87081864|gb|AAC74
0	0.0119		gi|1787522|gb|AAC743
0	0.0119		gi|1787524|gb|AAC743
0	0.012		gi|1787525|gb|AAC743
0	0.012		gi|1787526|gb|AAC743
0	0.0		gi|1787527|gb|AAC743
0	0.0		gi|1787528|gb|AAC743
1	0.8288		gi|1787529|gb|AAC743
0	0.0197		gi|1787530|gb|AAC743
0	0.0119		gi|558094918|gb|ABD1
0	0.0		gi|145693123|gb|ABD1
0	0.0841		gi|1787531|gb|AAC743
1	0.7051		gi|1787533|gb|AAC743
0	0.0		gi|1787534|gb|AAC743
0	0.032		gi|1787535|gb|AAC743
0	0.0798		gi|2367116|gb|AAC743
0	0.0679		gi|1787537|gb|AAC743
0	0.0		gi|87081867|gb|AAC74
0	0.0		gi|1787539|gb|AAC743
0	0.0		gi|1787540|gb|AAC743
0	0.0		gi|145693124|gb|ABP9
0	0.0		gi|1787541|gb|AAC743
0	0.0		gi|226510937|gb|ACO5
0	0.0393		gi|1787542|gb|AAC743
0	0.012		gi|87081868|gb|AAC74
1	0.7723		gi|1787545|gb|AAC743
0	0.0		gi|1787546|gb|AAC743
0	0.0		gi|1787547|gb|AAC743
0	0.0392		gi|1787548|gb|AAC743
0	0.0		gi|1787549|gb|AAC743
0	0.0		gi|1787550|gb|AAC743
0	0.0		gi|1787551|gb|AAC743
0	0.0		gi|1787552|gb|AAC743
0	0.0		gi|87081869|gb|AAC74
0	0.0		gi|87081870|gb|AAC74
0	0.0		gi|87081871|gb|AAC74
0	0.0119		gi|1787557|gb|AAC743
0	0.0		gi|1787558|gb|AAC743
0	0.0		gi|1787559|gb|AAC743
0	0.0		gi|1787560|gb|AAC743
0	0.0		gi|87081872|gb|AAC74
0	0.0121		gi|2367118|gb|AAC743
0	0.0		gi|1787563|gb|AAC743
0	0.0		gi|1787564|gb|AAC743
0	0.0		gi|1787565|gb|AAC743
0	0.0119		gi|1787567|gb|AAC743
0	0.0		gi|87081873|gb|AAC74
0	0.0		gi|1787569|gb|AAC743
0	0.0		gi|1787570|gb|AAC743
0	0.0		gi|1787571|gb|AAC743
0	0.0		gi|1787572|gb|AAC743
0	0.0		gi|87081874|gb|AAC74
0	0.0122		gi|1787574|gb|AAC743
0	0.0		gi|1787575|gb|AAC743
0	0.0		gi|1787576|gb|AAC743
0	0.0		gi|1787579|gb|AAC744
0	0.0		gi|1787580|gb|AAC744
0	0.0119		gi|1787581|gb|AAC744
0	0.0119		gi|1787582|gb|AAC744
0	0.0315		gi|1787583|gb|AAC744
0	0.0		gi|1787584|gb|AAC744
0	0.0		gi|87081876|gb|AAC74
0	0.0		gi|226510938|gb|AAC7
0	0.024		gi|221142683|gb|AAC7
0	0.0		gi|1787589|gb|AAC744
0	0.0119		gi|87081878|gb|AAC74
0	0.0		gi|1787591|gb|AAC744
0	0.0		gi|1787592|gb|AAC744
0	0.0		gi|1787593|gb|AAC744
0	0.0238		gi|1787594|gb|AAC744
0	0.0		gi|1787595|gb|AAC744
0	0.0119		gi|1787596|gb|AAC744
0	0.0		gi|87081879|gb|AAC74
0	0.0		gi|1787598|gb|AAC744
0	0.0121		gi|87081880|gb|AAC74
0	0.0		gi|1787601|gb|AAC744
0	0.0		gi|1787602|gb|AAC744
0	0.0		gi|87081881|gb|AAC74
0	0.0		gi|1787604|gb|AAC744
0	0.0		gi|1787605|gb|AAC744
0	0.0		gi|1787606|gb|AAC744
0	0.0		gi|1787607|gb|AAC744
0	0.0		gi|87081882|gb|AAC74
0	0.0		gi|1787609|gb|AAC744
0	0.0		gi|1787610|gb|AAC744
0	0.0		gi|1787611|gb|AAC744
0	0.0		gi|1787612|gb|AAC744
0	0.0119		gi|1787614|gb|AAC744
0	0.0		gi|87081883|gb|ABD18
0	0.0		gi|87081884|gb|AAC74
0	0.0		gi|87081885|gb|AAC74
0	0.0		gi|87081886|gb|AAC74
0	0.0		gi|87081887|gb|AAC74
1	0.593		gi|1787619|gb|AAC744
0	0.0		gi|1787620|gb|AAC744
0	0.012		gi|1787621|gb|AAC744
0	0.0		gi|1787622|gb|AAC744
0	0.0		gi|1787623|gb|AAC744
0	0.0		gi|87081890|gb|ABD18
0	0.0119		gi|1787626|gb|AAC744
0	0.1079		gi|1787628|gb|AAC744
0	0.0		gi|87081892|gb|AAC74
0	0.0		gi|1787637|gb|AAC744
0	0.0119		gi|1787638|gb|AAC744
0	0.012		gi|345297173|gb|AAC7
0	0.0		gi|87081893|gb|AAC74
0	0.0198		gi|1787641|gb|AAC744
0	0.0		gi|1787642|gb|AAC744
0	0.0		gi|87081894|gb|ABD18
0	0.0198		gi|1787644|gb|AAC744
0	0.0		gi|1787645|gb|AAC744
0	0.0		gi|1787646|gb|AAC744
0	0.0119		gi|1787647|gb|AAC744
